code_commune,nom_commune,num_bdv,code_circ,inscrits,votants,exprimes,participation,left,ctr,rgt,far
95680,Villiers-le-Bel,0004,8,689,276,263,40.06,61.6,38.4,0.0,0.0
95680,Villiers-le-Bel,0005,8,926,369,351,39.85,68.09,31.91,0.0,0.0
95680,Villiers-le-Bel,0006,8,1216,420,398,34.54,71.61,28.39,0.0,0.0
95680,Villiers-le-Bel,0007,8,992,322,311,32.46,71.7,28.3,0.0,0.0
95680,Villiers-le-Bel,0008,8,1022,406,386,39.73,55.7,44.3,0.0,0.0
95680,Villiers-le-Bel,0009,8,1029,346,340,33.62,76.76,23.24,0.0,0.0
95680,Villiers-le-Bel,0010,8,896,318,303,35.49,64.03,35.97,0.0,0.0
95680,Villiers-le-Bel,0011,8,1236,410,383,33.17,69.45,30.55,0.0,0.0
95680,Villiers-le-Bel,0012,8,933,383,363,41.05,64.19,35.81,0.0,0.0
95680,Villiers-le-Bel,0013,8,685,241,234,35.18,71.79,28.21,0.0,0.0
95682,Villiers-le-Sec,0001,9,111,61,56,54.95,53.57,0.0,0.0,46.43
95690,Wy-dit-Joli-Village,0001,1,286,173,149,60.49,30.2,69.8,0.0,0.0
