code_commune,num_bdv,code_circ_full,code_circ,nom_commune
95139,1,9501,01,La Chapelle-en-Vexin
95141,1,9501,01,Charmont
95142,1,9501,01,Chars
95144,1,9509,09,Châtenay-en-France
95149,1,9509,09,Chaumontel
95149,2,9509,09,Chaumontel
95150,1,9501,01,Chaussy
95151,1,9503,03,Chauvry
95154,1,9509,09,Chennevières-lès-Louvres
95157,1,9501,01,Chérence
95166,1,9501,01,Cléry-en-Vexin
95169,1,9501,01,Commeny
95170,1,9501,01,Condécourt
95176,1,9503,03,Cormeilles-en-Parisis
95176,10,9503,03,Cormeilles-en-Parisis
95176,11,9503,03,Cormeilles-en-Parisis
95176,12,9503,03,Cormeilles-en-Parisis
95176,13,9503,03,Cormeilles-en-Parisis
95176,14,9503,03,Cormeilles-en-Parisis
95176,15,9503,03,Cormeilles-en-Parisis
95176,16,9503,03,Cormeilles-en-Parisis
95176,17,9503,03,Cormeilles-en-Parisis
95176,2,9503,03,Cormeilles-en-Parisis
95176,3,9503,03,Cormeilles-en-Parisis
95176,4,9503,03,Cormeilles-en-Parisis
95176,5,9503,03,Cormeilles-en-Parisis
95176,6,9503,03,Cormeilles-en-Parisis
95176,7,9503,03,Cormeilles-en-Parisis
95176,8,9503,03,Cormeilles-en-Parisis
95176,9,9503,03,Cormeilles-en-Parisis
95177,1,9501,01,Cormeilles-en-Vexin
95181,1,9501,01,Courcelles-sur-Viosne
95183,1,9510,10,Courdimanche
95183,2,9510,10,Courdimanche
95183,3,9510,10,Courdimanche
95183,4,9510,10,Courdimanche
95183,5,9510,10,Courdimanche
95197,1,9506,06,Deuil-la-Barre
95197,10,9506,06,Deuil-la-Barre
95197,11,9506,06,Deuil-la-Barre
95197,12,9506,06,Deuil-la-Barre
95197,13,9506,06,Deuil-la-Barre
95197,14,9506,06,Deuil-la-Barre
95197,15,9506,06,Deuil-la-Barre
95197,16,9506,06,Deuil-la-Barre
95197,2,9506,06,Deuil-la-Barre
95197,3,9506,06,Deuil-la-Barre
95197,4,9506,06,Deuil-la-Barre
95197,5,9506,06,Deuil-la-Barre
95197,6,9506,06,Deuil-la-Barre
95197,7,9506,06,Deuil-la-Barre
95197,8,9506,06,Deuil-la-Barre
95197,9,9506,06,Deuil-la-Barre
95199,1,9507,07,Domont
95199,10,9507,07,Domont
95199,2,9507,07,Domont
95199,3,9507,07,Domont
95199,4,9507,07,Domont
95199,5,9507,07,Domont
95199,6,9507,07,Domont
95199,7,9507,07,Domont
95199,8,9507,07,Domont
95199,9,9507,07,Domont
95203,1,9504,04,Eaubonne
95203,10,9504,04,Eaubonne
95203,11,9504,04,Eaubonne
95203,12,9504,04,Eaubonne
95203,13,9504,04,Eaubonne
95203,14,9504,04,Eaubonne
95203,2,9504,04,Eaubonne
95203,3,9504,04,Eaubonne
95203,4,9504,04,Eaubonne
95203,5,9504,04,Eaubonne
95203,6,9504,04,Eaubonne
95203,7,9504,04,Eaubonne
95203,8,9504,04,Eaubonne
95203,9,9504,04,Eaubonne
95205,1,9507,07,Ecouen
95205,2,9507,07,Ecouen
95205,3,9507,07,Ecouen
95205,4,9507,07,Ecouen
95210,1,9506,06,Enghien-les-Bains
95210,2,9506,06,Enghien-les-Bains
95210,3,9506,06,Enghien-les-Bains
95210,4,9506,06,Enghien-les-Bains
95210,5,9506,06,Enghien-les-Bains
95210,6,9506,06,Enghien-les-Bains
95210,7,9506,06,Enghien-les-Bains
95210,8,9506,06,Enghien-les-Bains
95210,9,9506,06,Enghien-les-Bains
95211,1,9501,01,Ennery
95211,2,9501,01,Ennery
95212,1,9509,09,Epiais-lès-Louvres
95213,1,9501,01,Epiais-Rhus
95214,1,9509,09,Epinay-Champlâtreux
95218,1,9502,02,Eragny
95218,10,9502,02,Eragny
95218,2,9502,02,Eragny
95218,3,9502,02,Eragny
95218,4,9502,02,Eragny
95218,5,9502,02,Eragny
95218,6,9502,02,Eragny
95218,7,9502,02,Eragny
95218,8,9502,02,Eragny
95218,9,9502,02,Eragny
95219,1,9504,04,Ermont
95219,10,9504,04,Ermont
95219,11,9504,04,Ermont
95219,12,9504,04,Ermont
95219,13,9504,04,Ermont
95219,14,9504,04,Ermont
95219,15,9504,04,Ermont
95219,16,9504,04,Ermont
95219,17,9504,04,Ermont
95219,18,9504,04,Ermont
95219,19,9504,04,Ermont
95219,2,9504,04,Ermont
95219,20,9504,04,Ermont
95219,3,9504,04,Ermont
95219,4,9504,04,Ermont
95219,5,9504,04,Ermont
95219,6,9504,04,Ermont
95219,7,9504,04,Ermont
95219,8,9504,04,Ermont
95219,9,9504,04,Ermont
95229,1,9507,07,Ezanville
95229,2,9507,07,Ezanville
95229,3,9507,07,Ezanville
95229,4,9507,07,Ezanville
95229,5,9507,07,Ezanville
95229,6,9507,07,Ezanville
95241,1,9509,09,Fontenay-en-Parisis
95250,1,9509,09,Fosses
95250,2,9509,09,Fosses
95250,3,9509,09,Fosses
95250,4,9509,09,Fosses
95250,5,9509,09,Fosses
95250,6,9509,09,Fosses
95250,7,9509,09,Fosses
95252,1,9504,04,Franconville
95252,10,9504,04,Franconville
95252,11,9504,04,Franconville
95252,12,9504,04,Franconville
95252,13,9504,04,Franconville
95252,14,9504,04,Franconville
95252,15,9504,04,Franconville
95252,16,9504,04,Franconville
95252,17,9504,04,Franconville
95252,18,9504,04,Franconville
95252,19,9504,04,Franconville
95252,2,9504,04,Franconville
95252,20,9504,04,Franconville
95252,21,9504,04,Franconville
95252,22,9504,04,Franconville
95252,3,9504,04,Franconville
95252,4,9504,04,Franconville
95252,5,9504,04,Franconville
95252,6,9504,04,Franconville
95252,7,9504,04,Franconville
95252,8,9504,04,Franconville
95252,9,9504,04,Franconville
95253,1,9501,01,Frémainville
95254,1,9501,01,Frémécourt
95256,1,9503,03,Frépillon
95256,2,9503,03,Frépillon
95257,1,9503,03,La Frette-sur-Seine
95257,2,9503,03,La Frette-sur-Seine
95257,3,9503,03,La Frette-sur-Seine
95258,1,9501,01,Frouville
95268,1,9508,08,Garges-lès-Gonesse
95268,10,9508,08,Garges-lès-Gonesse
95268,11,9508,08,Garges-lès-Gonesse
95268,12,9508,08,Garges-lès-Gonesse
95268,13,9508,08,Garges-lès-Gonesse
95268,14,9508,08,Garges-lès-Gonesse
95268,15,9508,08,Garges-lès-Gonesse
95268,16,9508,08,Garges-lès-Gonesse
95268,17,9508,08,Garges-lès-Gonesse
95268,2,9508,08,Garges-lès-Gonesse
95268,3,9508,08,Garges-lès-Gonesse
95268,4,9508,08,Garges-lès-Gonesse
95268,5,9508,08,Garges-lès-Gonesse
95268,6,9508,08,Garges-lès-Gonesse
95268,7,9508,08,Garges-lès-Gonesse
95268,8,9508,08,Garges-lès-Gonesse
95268,9,9508,08,Garges-lès-Gonesse
95270,1,9501,01,Genainville
95271,1,9501,01,Génicourt
95277,1,9509,09,Gonesse
95277,10,9509,09,Gonesse
95277,11,9509,09,Gonesse
95277,12,9509,09,Gonesse
95277,13,9509,09,Gonesse
95277,14,9509,09,Gonesse
95277,15,9509,09,Gonesse
95277,16,9509,09,Gonesse
95277,2,9509,09,Gonesse
95277,3,9509,09,Gonesse
95277,4,9509,09,Gonesse
95277,5,9509,09,Gonesse
95277,6,9509,09,Gonesse
95277,7,9509,09,Gonesse
95277,8,9509,09,Gonesse
95277,9,9509,09,Gonesse
95280,1,9509,09,Goussainville
95280,10,9509,09,Goussainville
95280,11,9509,09,Goussainville
95280,12,9509,09,Goussainville
95280,13,9509,09,Goussainville
95280,14,9509,09,Goussainville
95280,15,9509,09,Goussainville
95280,16,9509,09,Goussainville
95280,17,9509,09,Goussainville
95280,18,9509,09,Goussainville
95280,19,9509,09,Goussainville
95280,2,9509,09,Goussainville
95280,20,9509,09,Goussainville
95280,21,9509,09,Goussainville
95280,3,9509,09,Goussainville
95280,4,9509,09,Goussainville
95280,5,9509,09,Goussainville
95280,6,9509,09,Goussainville
95280,7,9509,09,Goussainville
95280,8,9509,09,Goussainville
95280,9,9509,09,Goussainville
95282,1,9501,01,Gouzangrez
95287,1,9501,01,Grisy-les-Plâtres
95288,1,9507,07,Groslay
95288,2,9507,07,Groslay
95288,3,9507,07,Groslay
95288,4,9507,07,Groslay
95288,5,9507,07,Groslay
95295,1,9501,01,Guiry-en-Vexin
95298,1,9501,01,Haravilliers
95301,1,9501,01,Haute-Isle
95303,1,9501,01,Le Heaulme
95304,1,9501,01,Hédouville
95306,1,9503,03,Herblay-sur-Seine
95306,10,9503,03,Herblay-sur-Seine
95306,11,9503,03,Herblay-sur-Seine
95306,12,9503,03,Herblay-sur-Seine
95306,13,9503,03,Herblay-sur-Seine
95306,14,9503,03,Herblay-sur-Seine
95306,15,9503,03,Herblay-sur-Seine
95306,16,9503,03,Herblay-sur-Seine
95306,17,9503,03,Herblay-sur-Seine
95306,18,9503,03,Herblay-sur-Seine
95306,19,9503,03,Herblay-sur-Seine
95306,2,9503,03,Herblay-sur-Seine
95306,20,9503,03,Herblay-sur-Seine
95306,21,9503,03,Herblay-sur-Seine
95306,3,9503,03,Herblay-sur-Seine
95306,4,9503,03,Herblay-sur-Seine
95306,5,9503,03,Herblay-sur-Seine
95306,6,9503,03,Herblay-sur-Seine
95306,7,9503,03,Herblay-sur-Seine
95306,8,9503,03,Herblay-sur-Seine
95306,9,9503,03,Herblay-sur-Seine
95308,1,9501,01,Hérouville
95309,1,9501,01,Hodent
95313,1,9502,02,L'Isle-Adam
95313,2,9502,02,L'Isle-Adam
95313,3,9502,02,L'Isle-Adam
95313,4,9502,02,L'Isle-Adam
95313,5,9502,02,L'Isle-Adam
95313,6,9502,02,L'Isle-Adam
95313,7,9502,02,L'Isle-Adam
95313,8,9502,02,L'Isle-Adam
95313,9,9502,02,L'Isle-Adam
95316,1,9509,09,Jagny-sous-Bois
95323,1,9510,10,Jouy-le-Moutier
95323,2,9510,10,Jouy-le-Moutier
95323,3,9510,10,Jouy-le-Moutier
95323,4,9510,10,Jouy-le-Moutier
95323,5,9510,10,Jouy-le-Moutier
95323,6,9510,10,Jouy-le-Moutier
95323,7,9510,10,Jouy-le-Moutier
95323,8,9510,10,Jouy-le-Moutier
95328,1,9501,01,Labbeville
95331,1,9509,09,Lassy
95341,1,9501,01,Livilliers
95348,1,9501,01,Longuesse
95351,1,9509,09,Louvres
95351,2,9509,09,Louvres
95351,3,9509,09,Louvres
95351,4,9509,09,Louvres
95351,5,9509,09,Louvres
95351,6,9509,09,Louvres
95351,7,9509,09,Louvres
95352,1,9509,09,Luzarches
95352,2,9509,09,Luzarches
95352,3,9509,09,Luzarches
95353,1,9502,02,Maffliers
95355,1,9501,01,Magny-en-Vexin
95355,2,9501,01,Magny-en-Vexin
95355,3,9501,01,Magny-en-Vexin
95355,4,9501,01,Magny-en-Vexin
95355,5,9501,01,Magny-en-Vexin
95365,1,9509,09,Mareil-en-France
95369,1,9506,06,Margency
95369,2,9506,06,Margency
95370,1,9501,01,Marines
95370,2,9501,01,Marines
95370,3,9501,01,Marines
95371,1,9509,09,Marly-la-Ville
95371,2,9509,09,Marly-la-Ville
95371,3,9509,09,Marly-la-Ville
95371,4,9509,09,Marly-la-Ville
95379,1,9501,01,Maudétour-en-Vexin
95387,1,9501,01,Menouville
95388,1,9510,10,Menucourt
95388,2,9510,10,Menucourt
95388,3,9510,10,Menucourt
95388,4,9510,10,Menucourt
95392,1,9502,02,Mériel
95392,2,9502,02,Mériel
95392,3,9502,02,Mériel
95392,4,9502,02,Mériel
95394,1,9502,02,Méry-sur-Oise
95394,2,9502,02,Méry-sur-Oise
95394,3,9502,02,Méry-sur-Oise
95394,4,9502,02,Méry-sur-Oise
95394,5,9502,02,Méry-sur-Oise
95394,6,9502,02,Méry-sur-Oise
95394,7,9502,02,Méry-sur-Oise
95395,1,9507,07,Le Mesnil-Aubry
95409,1,9507,07,Moisselles
95422,1,9501,01,Montgeroult
95424,1,9503,03,Montigny-lès-Cormeilles
95424,10,9503,03,Montigny-lès-Cormeilles
95424,11,9503,03,Montigny-lès-Cormeilles
95424,12,9503,03,Montigny-lès-Cormeilles
95424,13,9503,03,Montigny-lès-Cormeilles
95424,2,9503,03,Montigny-lès-Cormeilles
95424,3,9503,03,Montigny-lès-Cormeilles
95424,4,9503,03,Montigny-lès-Cormeilles
95424,5,9503,03,Montigny-lès-Cormeilles
95424,6,9503,03,Montigny-lès-Cormeilles
95424,7,9503,03,Montigny-lès-Cormeilles
95424,8,9503,03,Montigny-lès-Cormeilles
95424,9,9503,03,Montigny-lès-Cormeilles
95426,1,9504,04,Montlignon
95426,2,9504,04,Montlignon
95427,1,9506,06,Montmagny
95427,2,9506,06,Montmagny
95427,3,9506,06,Montmagny
95427,4,9506,06,Montmagny
95427,5,9506,06,Montmagny
95427,6,9506,06,Montmagny
95427,7,9506,06,Montmagny
95427,8,9506,06,Montmagny
95428,1,9507,07,Montmorency
95428,10,9507,07,Montmorency
95428,11,9507,07,Montmorency
95428,2,9507,07,Montmorency
95428,3,9507,07,Montmorency
95428,4,9507,07,Montmorency
95428,5,9507,07,Montmorency
95428,6,9507,07,Montmorency
95428,7,9507,07,Montmorency
95428,8,9507,07,Montmorency
95428,9,9507,07,Montmorency
95429,1,9501,01,Montreuil-sur-Epte
95430,1,9502,02,Montsoult
95430,2,9502,02,Montsoult
95436,1,9501,01,Mours
95438,1,9501,01,Moussy
95445,1,9502,02,Nerville-la-Forêt
95446,1,9501,01,Nesles-la-Vallée
95447,1,9501,01,Neuilly-en-Vexin
95450,1,9502,02,Neuville-sur-Oise
95452,1,9501,01,Nointel
95456,1,9502,02,Noisy-sur-Oise
95459,1,9501,01,Nucourt
95462,1,9501,01,Omerville
95476,1,9510,10,Osny
95476,10,9510,10,Osny
95476,11,9510,10,Osny
95476,12,9510,10,Osny
95476,2,9510,10,Osny
95476,3,9510,10,Osny
95476,4,9510,10,Osny
95476,5,9510,10,Osny
95476,6,9510,10,Osny
95476,7,9510,10,Osny
95476,8,9510,10,Osny
95476,9,9510,10,Osny
95480,1,9502,02,Parmain
95480,2,9502,02,Parmain
95480,3,9502,02,Parmain
95480,4,9502,02,Parmain
95483,1,9501,01,Le Perchay
95487,1,9501,01,Persan
95487,2,9501,01,Persan
95487,3,9501,01,Persan
95487,4,9501,01,Persan
95487,5,9501,01,Persan
95487,6,9501,01,Persan
95488,1,9503,03,Pierrelaye
95488,2,9503,03,Pierrelaye
95488,3,9503,03,Pierrelaye
95488,4,9503,03,Pierrelaye
95488,5,9503,03,Pierrelaye
95488,6,9503,03,Pierrelaye
95488,7,9503,03,Pierrelaye
95489,1,9507,07,Piscop
95491,1,9503,03,Le Plessis-Bouchard
95491,2,9503,03,Le Plessis-Bouchard
95491,3,9503,03,Le Plessis-Bouchard
95491,4,9503,03,Le Plessis-Bouchard
95491,5,9503,03,Le Plessis-Bouchard
95491,6,9503,03,Le Plessis-Bouchard
95491,7,9503,03,Le Plessis-Bouchard
95492,1,9507,07,Le Plessis-Gassot
95493,1,9509,09,Le Plessis-Luzarches
95500,1,9501,01,Pontoise
95500,10,9501,01,Pontoise
95500,11,9501,01,Pontoise
95500,12,9501,01,Pontoise
95500,13,9501,01,Pontoise
95500,14,9501,01,Pontoise
95500,15,9501,01,Pontoise
95500,16,9501,01,Pontoise
95500,17,9501,01,Pontoise
95500,18,9501,01,Pontoise
95500,19,9501,01,Pontoise
95500,2,9501,01,Pontoise
95500,20,9501,01,Pontoise
95500,21,9501,01,Pontoise
95500,3,9501,01,Pontoise
95500,4,9501,01,Pontoise
95500,5,9501,01,Pontoise
95500,6,9501,01,Pontoise
95500,7,9501,01,Pontoise
95500,8,9501,01,Pontoise
95500,9,9501,01,Pontoise
95504,1,9502,02,Presles
95504,2,9502,02,Presles
95504,3,9502,02,Presles
95504,4,9502,02,Presles
95509,1,9509,09,Puiseux-en-France
95509,2,9509,09,Puiseux-en-France
95509,3,9509,09,Puiseux-en-France
95510,1,9510,10,Puiseux-Pontoise
95523,1,9501,01,La Roche-Guyon
95527,1,9509,09,Roissy-en-France
95529,1,9501,01,Ronquerolles
95535,1,9501,01,Sagy
95539,1,9507,07,Saint-Brice-sous-Forêt
95539,2,9507,07,Saint-Brice-sous-Forêt
95539,3,9507,07,Saint-Brice-sous-Forêt
95539,4,9507,07,Saint-Brice-sous-Forêt
95539,5,9507,07,Saint-Brice-sous-Forêt
95539,6,9507,07,Saint-Brice-sous-Forêt
95539,7,9507,07,Saint-Brice-sous-Forêt
95539,8,9507,07,Saint-Brice-sous-Forêt
95539,9,9507,07,Saint-Brice-sous-Forêt
95541,1,9501,01,Saint-Clair-sur-Epte
95543,1,9501,01,Saint-Cyr-en-Arthies
95554,1,9501,01,Saint-Gervais
95555,1,9506,06,Saint-Gratien
95555,10,9506,06,Saint-Gratien
95555,11,9506,06,Saint-Gratien
95555,2,9506,06,Saint-Gratien
95555,3,9506,06,Saint-Gratien
95555,4,9506,06,Saint-Gratien
95555,5,9506,06,Saint-Gratien
95555,6,9506,06,Saint-Gratien
95555,7,9506,06,Saint-Gratien
95555,8,9506,06,Saint-Gratien
95555,9,9506,06,Saint-Gratien
95563,1,9504,04,Saint-Leu-la-Forêt
95563,10,9504,04,Saint-Leu-la-Forêt
95563,2,9504,04,Saint-Leu-la-Forêt
95563,3,9504,04,Saint-Leu-la-Forêt
95563,4,9504,04,Saint-Leu-la-Forêt
95563,5,9504,04,Saint-Leu-la-Forêt
95563,6,9504,04,Saint-Leu-la-Forêt
95563,7,9504,04,Saint-Leu-la-Forêt
95563,8,9504,04,Saint-Leu-la-Forêt
95563,9,9504,04,Saint-Leu-la-Forêt
95566,1,9502,02,Saint-Martin-du-Tertre
95566,2,9502,02,Saint-Martin-du-Tertre
95572,1,9502,02,Saint-Ouen-l'Aumône
95572,10,9502,02,Saint-Ouen-l'Aumône
95572,11,9502,02,Saint-Ouen-l'Aumône
95572,12,9502,02,Saint-Ouen-l'Aumône
95572,2,9502,02,Saint-Ouen-l'Aumône
95572,3,9502,02,Saint-Ouen-l'Aumône
95572,4,9502,02,Saint-Ouen-l'Aumône
95572,5,9502,02,Saint-Ouen-l'Aumône
95572,6,9502,02,Saint-Ouen-l'Aumône
95572,7,9502,02,Saint-Ouen-l'Aumône
95572,8,9502,02,Saint-Ouen-l'Aumône
95572,9,9502,02,Saint-Ouen-l'Aumône
95574,1,9504,04,Saint-Prix
95574,2,9504,04,Saint-Prix
95574,3,9504,04,Saint-Prix
95574,4,9504,04,Saint-Prix
95574,5,9504,04,Saint-Prix
95574,6,9504,04,Saint-Prix
95574,7,9504,04,Saint-Prix
95580,1,9509,09,Saint-Witz
95580,2,9509,09,Saint-Witz
95582,1,9506,06,Sannois
95582,10,9506,06,Sannois
95582,11,9506,06,Sannois
95582,12,9506,06,Sannois
95582,13,9506,06,Sannois
95582,14,9506,06,Sannois
95582,15,9506,06,Sannois
95582,16,9506,06,Sannois
95582,17,9506,06,Sannois
95582,2,9506,06,Sannois
95582,3,9506,06,Sannois
95582,4,9506,06,Sannois
95582,5,9506,06,Sannois
95582,6,9506,06,Sannois
95582,7,9506,06,Sannois
95582,8,9506,06,Sannois
95582,9,9506,06,Sannois
95584,1,9501,01,Santeuil
95585,1,9508,08,Sarcelles
95585,10,9508,08,Sarcelles
95585,11,9508,08,Sarcelles
95585,12,9508,08,Sarcelles
95585,13,9508,08,Sarcelles
95585,14,9508,08,Sarcelles
95585,15,9508,08,Sarcelles
95585,16,9507,07,Sarcelles
95585,17,9508,08,Sarcelles
95585,18,9507,07,Sarcelles
95585,19,9508,08,Sarcelles
95585,2,9508,08,Sarcelles
95585,20,9507,07,Sarcelles
95585,21,9507,07,Sarcelles
95585,22,9507,07,Sarcelles
95585,23,9508,08,Sarcelles
95585,24,9507,07,Sarcelles
95585,25,9507,07,Sarcelles
95585,26,9507,07,Sarcelles
95585,27,9507,07,Sarcelles
95585,28,9507,07,Sarcelles
95585,29,9507,07,Sarcelles
95585,3,9508,08,Sarcelles
95585,30,9507,07,Sarcelles
95585,4,9507,07,Sarcelles
95585,5,9507,07,Sarcelles
95585,6,9508,08,Sarcelles
95585,7,9508,08,Sarcelles
95585,8,9508,08,Sarcelles
95585,9,9507,07,Sarcelles
95592,1,9501,01,Seraincourt
95594,1,9502,02,Seugy
95598,1,9506,06,Soisy-sous-Montmorency
95598,10,9506,06,Soisy-sous-Montmorency
95598,2,9506,06,Soisy-sous-Montmorency
95598,3,9506,06,Soisy-sous-Montmorency
95598,4,9506,06,Soisy-sous-Montmorency
95598,5,9506,06,Soisy-sous-Montmorency
95598,6,9506,06,Soisy-sous-Montmorency
95598,7,9506,06,Soisy-sous-Montmorency
95598,8,9506,06,Soisy-sous-Montmorency
95598,9,9506,06,Soisy-sous-Montmorency
95604,1,9509,09,Survilliers
95604,2,9509,09,Survilliers
95607,1,9503,03,Taverny
95607,10,9503,03,Taverny
95607,11,9503,03,Taverny
95607,12,9503,03,Taverny
95607,13,9503,03,Taverny
95607,14,9503,03,Taverny
95607,15,9503,03,Taverny
95607,16,9503,03,Taverny
95607,17,9503,03,Taverny
95607,18,9503,03,Taverny
95607,2,9503,03,Taverny
95607,3,9503,03,Taverny
95607,4,9503,03,Taverny
95607,5,9503,03,Taverny
95607,6,9503,03,Taverny
95607,7,9503,03,Taverny
95607,8,9503,03,Taverny
95607,9,9503,03,Taverny
95610,1,9501,01,Théméricourt
95611,1,9501,01,Theuville
95612,1,9509,09,Le Thillay
95612,2,9509,09,Le Thillay
95612,3,9509,09,Le Thillay
95625,1,9501,01,Us
95627,1,9501,01,Vallangoujard
95628,1,9501,01,Valmondois
95633,1,9509,09,Vaudherland
