key,left_leg24,centre_leg24,right_leg24,far_right_leg24,left_leg22,centre_leg22,right_leg22,far_right_leg22,left_leg17,centre_leg17,right_leg17,far_right_leg17,left_pres22,centre_pres22,right_pres22,far_right_pres22,left_euro24,centre_euro24,right_euro24,far_right_euro24,winner_t2_24,proj_left,proj_rn,margin_left,scenario
4410,32.06,30.57,9.86,27.5,3.29,31.5,16.52,15.92,23.55,45.62,20.36,8.13,20.17,0.0,0.0,0.0,39.71,18.47,8.42,28.77,CENTRE,53.2,35.8,17.4,bastion_gauche
4501,32.3,38.42,0.0,29.28,0.0,48.55,0.0,20.94,22.12,44.67,18.94,12.04,21.28,0.0,0.0,0.0,36.27,19.49,8.47,30.99,CENTRE,55.4,35.0,20.4,bastion_gauche
4502,34.96,23.03,7.86,34.15,5.97,29.1,11.69,24.18,22.45,35.4,28.96,12.61,21.41,0.0,0.0,0.0,33.91,15.92,8.11,37.18,LEFT,51.0,40.6,10.4,bascule_probable
4503,20.74,0.0,32.04,47.22,1.64,20.92,21.97,34.3,18.07,35.37,24.8,19.61,16.41,0.0,0.0,0.0,25.17,14.82,6.97,46.21,RIGHT,29.7,59.4,-29.7,bastion_rn
4504,22.31,15.02,11.83,50.8,1.87,18.89,19.22,36.01,20.31,28.56,24.32,23.79,17.39,0.0,0.0,0.0,23.39,12.43,6.38,51.66,FAR_RIGHT,34.6,57.5,-22.9,bastion_rn
4505,20.66,22.01,10.0,44.72,1.87,21.74,23.65,31.68,20.07,29.85,23.6,21.18,18.18,0.0,0.0,0.0,25.21,14.15,6.96,47.14,CENTRE,36.7,51.8,-15.1,bastion_rn
4506,30.74,30.6,4.38,34.28,5.83,32.38,9.89,24.61,29.81,52.39,3.34,13.58,21.81,0.0,0.0,0.0,35.47,16.45,7.44,35.43,CENTRE,50.3,40.5,9.8,bascule_probable
4601,25.0,8.93,42.25,23.82,17.8,1.63,45.46,11.63,36.08,28.67,24.64,10.12,23.94,0.0,0.0,0.0,37.4,13.04,7.14,33.18,RIGHT,42.2,41.2,1.0,rn_resistant
4602,40.05,26.96,0.0,30.38,25.68,23.7,8.71,15.51,41.12,45.16,3.55,8.47,24.63,0.0,0.0,0.0,38.46,13.88,6.19,30.99,LEFT,56.2,34.4,21.8,bastion_gauche
4701,26.79,28.41,0.0,43.11,2.0,29.64,5.66,35.15,26.14,52.27,3.18,17.87,19.12,0.0,0.0,0.0,29.38,13.04,5.85,43.46,CENTRE,43.8,47.4,-3.6,rn_resistant
4702,28.7,21.99,0.0,49.31,1.61,25.62,9.85,35.59,32.72,28.39,16.73,21.51,17.87,0.0,0.0,0.0,25.06,12.24,5.39,48.11,FAR_RIGHT,41.9,52.6,-10.7,bastion_rn
4703,33.93,0.0,24.99,41.08,3.45,22.49,17.55,30.81,24.37,30.13,22.73,21.07,19.93,0.0,0.0,0.0,27.93,11.61,5.85,45.83,RIGHT,40.9,50.6,-9.7,bastion_rn
4801,36.01,0.0,24.04,33.91,1.0,36.38,13.72,14.24,30.01,21.66,37.59,8.02,19.98,0.0,0.0,0.0,30.84,12.22,8.11,38.12,LEFT,42.7,43.0,-0.3,rn_resistant
4901,35.17,34.83,6.17,23.83,7.63,34.9,10.23,16.14,32.43,38.97,14.55,8.58,22.47,0.0,0.0,0.0,42.29,19.12,8.72,26.17,CENTRE,57.8,31.4,26.4,bastion_gauche
4902,29.59,37.24,8.92,24.25,4.14,45.8,0.0,16.98,23.02,50.2,12.09,8.55,22.44,0.0,0.0,0.0,41.36,19.1,7.58,27.02,CENTRE,54.4,33.2,21.2,bastion_gauche
4903,21.45,16.85,23.87,37.84,2.83,21.65,24.73,26.37,21.62,29.96,35.47,12.49,16.49,0.0,0.0,0.0,28.21,15.12,7.14,42.42,RIGHT,38.2,49.4,-11.2,bastion_rn
4904,22.05,34.87,6.69,36.39,0.0,38.63,9.26,26.16,19.17,56.42,6.97,14.69,15.67,0.0,0.0,0.0,29.14,18.65,8.19,38.24,CENTRE,44.8,44.2,0.6,rn_resistant
4905,22.89,33.7,10.19,33.21,1.21,37.77,18.48,18.08,20.11,47.63,22.54,9.0,16.99,0.0,0.0,0.0,32.51,22.05,8.99,32.13,CENTRE,46.0,42.1,3.9,bascule_possible
4906,26.42,35.28,7.63,30.67,0.0,43.28,4.18,20.95,24.15,43.57,20.44,10.99,18.22,0.0,0.0,0.0,35.0,20.53,8.06,31.2,CENTRE,49.7,38.9,10.8,bascule_probable
4907,30.47,33.86,5.75,29.92,3.44,40.81,2.44,21.41,26.85,41.62,20.41,10.36,19.26,0.0,0.0,0.0,37.75,19.85,7.69,30.25,CENTRE,52.4,37.2,15.2,bastion_gauche
5001,19.77,8.04,38.59,33.6,1.27,17.46,41.22,19.56,20.26,35.35,30.82,11.67,15.61,0.0,0.0,0.0,26.77,19.14,8.25,38.65,RIGHT,35.4,49.5,-14.1,bastion_rn
5002,18.54,39.91,8.62,32.92,7.51,42.62,7.98,22.45,16.56,44.91,27.26,9.86,15.86,0.0,0.0,0.0,28.17,20.2,8.62,36.07,CENTRE,44.9,42.2,2.7,bascule_possible
5003,21.35,33.24,0.0,36.25,1.39,36.13,14.45,23.19,19.67,46.2,18.94,12.59,16.68,0.0,0.0,0.0,28.86,18.46,7.68,37.64,CENTRE,41.3,41.2,0.1,rn_resistant
5004,35.77,17.88,14.83,31.52,2.1,32.34,12.74,19.99,31.88,23.76,12.93,13.21,21.42,0.0,0.0,0.0,36.94,16.46,6.25,33.68,LEFT,50.7,39.8,10.9,bascule_probable
5101,28.86,33.84,37.3,0.0,2.64,28.51,15.55,25.7,23.49,0.0,27.57,19.11,20.0,0.0,0.0,0.0,31.34,16.05,8.53,39.49,CENTRE,59.6,19.2,40.4,bastion_gauche
5102,25.29,30.39,7.05,37.26,3.47,33.73,10.87,28.07,20.29,34.34,26.44,18.0,18.42,0.0,0.0,0.0,28.81,17.33,8.43,40.56,CENTRE,45.5,44.5,1.0,rn_resistant
5103,20.36,31.92,0.0,47.72,2.24,30.77,8.99,36.45,20.19,31.87,22.98,24.19,15.56,0.0,0.0,0.0,22.47,14.91,8.57,48.47,FAR_RIGHT,39.5,52.5,-13.0,bastion_rn
5104,19.38,30.98,6.6,42.77,5.37,33.2,10.14,31.2,25.2,0.0,50.97,22.35,16.51,0.0,0.0,0.0,24.31,14.81,8.6,46.81,CENTRE,39.8,49.9,-10.1,bastion_rn
5105,10.35,42.66,0.0,46.99,2.69,8.91,44.54,31.86,11.94,63.81,0.0,23.41,11.38,0.0,0.0,0.0,16.26,12.69,8.99,55.97,CENTRE,35.9,53.4,-17.5,bastion_rn
5201,22.32,28.05,0.0,48.83,2.17,21.15,17.65,31.41,21.27,31.9,27.38,18.83,15.85,0.0,0.0,0.0,22.47,13.09,8.94,48.76,FAR_RIGHT,39.2,53.0,-13.8,bastion_rn
5202,15.04,0.0,28.15,56.82,0.0,11.31,31.73,43.25,15.31,21.19,33.81,29.06,13.62,0.0,0.0,0.0,16.85,10.24,8.08,59.2,T1_WIN,22.9,67.5,-44.6,bastion_rn
5301,46.33,20.1,4.98,28.59,0.0,23.61,6.5,18.7,42.25,26.54,21.51,9.34,18.44,0.0,0.0,0.0,32.14,22.37,7.4,33.32,LEFT,59.8,33.5,26.3,bastion_gauche
5302,23.5,35.17,9.15,31.79,0.0,46.17,7.58,21.19,20.75,38.25,29.76,9.05,15.6,0.0,0.0,0.0,27.78,25.85,7.53,34.28,CENTRE,47.2,40.5,6.7,bascule_possible
5303,20.21,48.68,0.0,31.11,1.29,57.13,0.0,20.93,14.77,71.95,3.82,8.44,14.3,0.0,0.0,0.0,25.77,23.48,7.73,37.41,CENTRE,49.4,38.4,11.0,bascule_probable
5401,39.08,26.38,6.43,28.11,3.84,33.69,8.13,20.31,30.58,42.27,14.24,10.59,25.53,0.0,0.0,0.0,41.58,16.43,7.16,30.07,LEFT,56.7,34.5,22.2,bastion_gauche
5402,40.72,30.74,5.15,23.39,2.99,39.92,1.52,17.79,29.52,42.66,16.75,10.52,25.41,0.0,0.0,0.0,41.59,18.89,8.55,26.79,LEFT,60.6,30.0,30.6,bastion_gauche
5403,30.71,17.98,7.85,43.46,11.85,25.16,6.14,28.17,37.18,32.23,13.4,15.82,24.09,0.0,0.0,0.0,30.5,11.48,4.64,47.37,FAR_RIGHT,43.7,49.1,-5.4,bastion_rn
5404,21.95,0.0,33.21,44.84,1.42,15.76,31.29,30.23,19.59,31.28,24.65,22.28,17.1,0.0,0.0,0.0,24.52,12.59,7.14,49.19,RIGHT,31.2,57.5,-26.3,bastion_rn
5405,45.01,0.0,14.0,40.52,46.39,14.13,4.65,32.4,40.26,27.04,10.5,20.4,17.18,0.0,0.0,0.0,27.42,12.63,6.98,46.64,LEFT,48.9,45.8,3.1,bascule_possible
5406,30.15,15.42,8.68,45.76,2.01,22.9,9.68,33.14,50.09,0.0,12.48,21.83,21.75,0.0,0.0,0.0,30.0,11.35,5.16,47.74,FAR_RIGHT,41.8,51.4,-9.6,bastion_rn
5501,15.28,0.0,35.33,49.38,1.75,13.38,30.19,35.22,17.64,55.26,0.0,22.46,14.99,0.0,0.0,0.0,21.25,12.94,6.49,52.64,FAR_RIGHT,25.2,62.8,-37.6,bastion_rn
5502,17.48,0.0,31.89,50.63,11.16,21.65,13.49,36.55,23.55,27.1,30.25,18.64,13.81,0.0,0.0,0.0,20.29,13.42,6.5,52.94,T1_WIN,26.4,62.7,-36.3,bastion_rn
5601,31.0,42.13,0.0,25.37,4.54,34.05,14.46,17.63,15.62,47.77,24.11,8.61,17.32,0.0,0.0,0.0,35.99,21.51,9.49,28.49,CENTRE,56.3,31.7,24.6,bastion_gauche
5602,26.88,32.14,9.0,30.03,1.22,37.5,11.78,20.93,26.93,0.0,28.03,10.96,19.36,0.0,0.0,0.0,35.91,18.09,7.64,32.94,CENTRE,48.7,38.3,10.4,bascule_probable
5603,22.79,26.57,12.16,36.9,3.69,29.3,17.0,23.43,19.9,52.29,11.45,12.38,16.78,0.0,0.0,0.0,29.41,17.53,7.16,39.64,CENTRE,42.1,45.5,-3.4,rn_resistant
5604,16.03,15.48,0.0,32.65,2.48,20.49,0.0,20.31,17.4,54.0,15.08,11.85,17.89,0.0,0.0,0.0,30.98,17.08,7.03,38.38,OTHER,25.3,35.0,-9.7,bastion_rn
5605,37.5,34.6,0.0,27.9,1.33,22.96,21.41,17.54,24.71,50.44,11.83,8.95,22.41,0.0,0.0,0.0,41.68,17.34,6.79,29.75,LEFT,58.3,33.1,25.2,bastion_gauche
5606,25.6,33.08,5.36,35.96,1.23,36.39,3.65,25.89,21.82,49.26,9.38,10.19,19.18,0.0,0.0,0.0,33.18,15.71,6.57,37.88,CENTRE,46.9,43.0,3.9,bascule_possible
5701,27.77,27.59,0.0,41.63,8.77,24.4,10.87,31.17,26.48,36.5,11.64,18.3,23.17,0.0,0.0,0.0,32.54,13.46,6.41,42.62,CENTRE,44.3,45.8,-1.5,rn_resistant
5702,27.55,30.22,0.0,37.48,13.36,23.88,14.47,25.75,21.37,42.07,18.33,14.59,19.78,0.0,0.0,0.0,30.44,16.7,7.85,40.05,CENTRE,45.7,42.0,3.7,bascule_possible
5703,30.02,34.66,0.0,35.32,6.85,33.28,10.53,23.63,24.08,36.23,21.43,15.81,21.33,0.0,0.0,0.0,33.8,15.99,7.14,37.88,CENTRE,50.8,40.5,10.3,bascule_probable
5704,12.63,8.03,35.75,43.55,0.0,13.44,45.98,26.34,13.43,27.27,29.98,20.31,13.61,0.0,0.0,0.0,18.86,12.49,8.12,54.27,RIGHT,27.5,58.3,-30.8,bastion_rn
5705,13.41,0.0,34.23,49.8,0.0,26.69,24.53,32.59,12.59,37.67,28.72,18.68,13.98,0.0,0.0,0.0,19.8,14.24,6.65,53.07,FAR_RIGHT,23.0,62.8,-39.8,bastion_rn
5706,24.18,0.0,24.92,50.9,5.6,22.13,9.78,39.89,30.61,22.01,21.59,23.79,23.45,0.0,0.0,0.0,24.65,10.69,5.12,54.7,T1_WIN,31.2,60.4,-29.2,bastion_rn
5707,20.27,18.03,8.23,53.33,0.0,22.08,15.95,41.04,25.35,44.78,0.0,23.75,18.74,0.0,0.0,0.0,22.19,11.28,5.32,55.55,T1_WIN,33.4,59.2,-25.8,bastion_rn
5708,31.43,15.72,6.49,46.36,1.71,23.49,3.53,40.64,36.01,30.16,7.71,24.71,26.24,0.0,0.0,0.0,32.08,9.8,3.89,49.01,FAR_RIGHT,42.7,51.2,-8.5,bastion_rn
5709,24.1,35.12,0.0,40.13,5.75,32.56,10.63,26.84,20.99,36.18,26.37,14.95,18.04,0.0,0.0,0.0,28.67,16.92,7.05,41.62,CENTRE,45.2,45.4,-0.2,rn_resistant
5801,23.07,29.4,5.37,42.17,1.74,32.71,5.13,32.11,32.93,44.1,2.33,18.61,19.46,0.0,0.0,0.0,29.48,13.98,5.72,43.93,CENTRE,42.2,48.6,-6.4,bastion_rn
5802,27.94,20.44,5.26,46.35,1.52,26.83,10.84,34.06,35.51,33.81,11.71,17.07,17.58,0.0,0.0,0.0,26.83,13.23,6.02,46.18,FAR_RIGHT,41.7,51.4,-9.7,bastion_rn
5901,56.96,17.52,6.36,18.12,2.32,27.95,0.0,12.98,39.35,46.4,0.0,10.91,42.26,0.0,0.0,0.0,59.88,11.9,4.47,19.95,LEFT,69.3,23.2,46.1,bastion_gauche
5902,48.83,20.77,7.82,21.89,2.63,25.85,7.85,16.86,48.62,22.53,11.93,14.01,37.09,0.0,0.0,0.0,54.53,12.9,4.83,23.53,LEFT,63.5,28.0,35.5,bastion_gauche
5903,47.52,0.0,0.0,52.48,21.66,15.02,11.69,34.95,33.94,37.62,0.01,26.91,21.34,0.0,0.0,0.0,25.17,10.21,4.98,54.09,T1_WIN,47.5,52.5,-5.0,bastion_rn
5904,30.36,31.32,11.35,26.76,2.32,30.15,18.4,18.87,22.05,38.35,25.39,11.94,20.95,0.0,0.0,0.0,37.49,19.21,9.15,29.36,CENTRE,52.3,35.8,16.5,bastion_gauche
5905,25.55,0.0,34.37,40.08,3.06,24.56,17.51,28.62,25.72,29.96,23.64,20.07,18.92,0.0,0.0,0.0,30.74,15.25,6.51,42.24,RIGHT,35.2,53.1,-17.9,bastion_rn
5906,20.54,38.09,6.29,35.07,5.21,33.6,16.25,24.2,20.15,38.03,25.77,14.84,15.82,0.0,0.0,0.0,29.33,19.3,8.47,37.44,CENTRE,45.2,43.2,2.0,bascule_possible
5907,33.51,36.71,0.0,29.78,2.11,48.56,0.0,21.42,23.68,60.26,0.6,14.72,26.32,0.0,0.0,0.0,37.54,16.91,8.75,32.26,CENTRE,55.5,35.3,20.2,bastion_gauche
5908,50.32,16.07,0.0,33.61,2.53,24.57,5.8,24.88,37.92,28.86,7.66,24.07,41.83,0.0,0.0,0.0,47.67,9.79,3.46,34.46,LEFT,60.0,36.0,24.0,bastion_gauche
5909,31.92,34.01,12.21,21.6,2.14,31.92,20.45,15.17,21.42,39.18,29.6,8.68,23.87,0.0,0.0,0.0,38.38,20.46,12.27,24.95,CENTRE,55.7,31.3,24.4,bastion_gauche
5910,25.93,36.03,3.22,34.82,5.59,39.08,4.07,26.6,24.22,26.77,27.17,19.84,25.24,0.0,0.0,0.0,33.09,14.8,6.46,40.83,CENTRE,48.4,41.4,7.0,bascule_possible
5911,40.59,27.94,0.0,31.47,6.81,25.57,9.34,21.47,35.65,30.63,15.89,17.17,27.05,0.0,0.0,0.0,41.44,14.41,6.39,32.75,LEFT,57.4,35.7,21.7,bastion_gauche
5912,22.35,0.0,21.29,56.36,0.0,27.31,10.1,38.72,31.45,23.51,19.77,24.03,16.57,0.0,0.0,0.0,21.77,11.04,5.24,55.99,T1_WIN,28.3,64.5,-36.2,bastion_rn
5913,24.28,0.0,0.0,43.52,2.73,32.56,4.0,33.27,46.08,25.66,0.0,25.72,25.47,0.0,0.0,0.0,31.35,11.01,3.85,47.39,OTHER,24.3,43.5,-19.2,bastion_rn
5914,15.31,0.0,36.74,47.95,4.06,33.75,10.68,33.13,25.14,25.44,26.67,20.3,15.27,0.0,0.0,0.0,21.54,14.42,6.01,49.58,RIGHT,25.6,61.9,-36.3,bastion_rn
5915,19.88,0.0,34.15,45.97,2.15,23.13,23.35,29.98,23.82,38.9,16.22,20.59,15.96,0.0,0.0,0.0,23.35,15.13,6.97,47.53,RIGHT,29.4,58.9,-29.5,bastion_rn
5916,30.63,16.24,0.0,53.12,5.57,15.15,5.31,38.72,41.97,20.24,7.83,29.09,21.18,0.0,0.0,0.0,27.41,8.48,3.38,55.46,T1_WIN,40.4,55.6,-15.2,bastion_rn
5917,31.49,12.61,7.97,47.92,4.75,29.47,0.69,37.82,40.47,23.13,11.42,24.38,22.15,0.0,0.0,0.0,27.65,11.12,4.68,51.5,FAR_RIGHT,41.3,52.8,-11.5,bastion_rn
5918,14.57,0.0,32.92,52.51,2.53,34.17,13.33,33.15,16.88,56.85,0.01,25.79,14.88,0.0,0.0,0.0,17.83,11.93,6.28,58.22,T1_WIN,23.8,65.0,-41.2,bastion_rn
5919,24.17,15.08,0.0,58.32,2.92,22.63,0.0,46.79,40.15,18.08,6.94,33.21,19.95,0.0,0.0,0.0,26.48,7.62,3.21,57.9,T1_WIN,33.2,60.6,-27.4,bastion_rn
5920,32.62,17.08,0.0,50.3,12.94,14.69,1.66,35.81,45.46,25.8,4.04,22.65,17.87,0.0,0.0,0.0,29.79,9.12,3.5,52.4,T1_WIN,42.9,52.9,-10.0,bastion_rn
5921,24.56,29.19,1.45,44.8,3.15,0.0,38.72,33.08,29.88,33.41,12.24,21.9,20.72,0.0,0.0,0.0,28.62,12.79,5.34,48.2,CENTRE,42.5,49.7,-7.2,bastion_rn
6001,19.7,8.99,24.48,46.83,3.84,12.84,32.46,31.06,16.49,24.13,38.51,19.46,17.36,0.0,0.0,0.0,22.02,11.83,6.4,53.91,FAR_RIGHT,31.9,57.5,-25.6,bastion_rn
6002,23.38,0.0,21.3,55.32,5.59,31.84,6.49,39.27,16.75,31.04,22.2,28.22,16.41,0.0,0.0,0.0,20.97,12.01,6.23,55.07,T1_WIN,29.3,63.4,-34.1,bastion_rn
6003,32.45,23.19,0.0,43.1,5.34,21.41,10.63,35.16,33.27,28.39,11.82,23.85,29.19,0.0,0.0,0.0,33.39,9.72,4.47,46.95,FAR_RIGHT,46.4,46.6,-0.2,rn_resistant
6004,18.42,33.35,6.32,41.91,2.7,32.79,13.65,31.64,15.58,34.82,28.67,20.17,16.59,0.0,0.0,0.0,25.38,15.47,9.27,44.71,CENTRE,40.2,49.3,-9.1,bastion_rn
6005,23.09,15.19,17.7,44.02,3.01,20.05,23.19,30.81,19.26,29.99,29.42,20.61,20.31,0.0,0.0,0.0,26.55,12.83,6.55,48.42,FAR_RIGHT,37.2,53.0,-15.8,bastion_rn
6006,21.78,22.93,5.66,49.63,4.14,21.84,19.82,34.8,29.88,30.04,15.9,23.08,17.79,0.0,0.0,0.0,23.52,13.43,7.38,50.08,FAR_RIGHT,37.1,55.2,-18.1,bastion_rn
6007,28.44,8.19,21.52,41.85,2.04,13.88,26.32,29.63,21.23,25.7,29.45,22.94,24.4,0.0,0.0,0.0,29.92,10.21,5.31,49.23,FAR_RIGHT,39.4,51.3,-11.9,bastion_rn
6101,28.39,33.57,0.59,37.45,1.89,23.17,19.06,26.05,45.69,0.0,38.55,14.2,16.43,0.0,0.0,0.0,27.91,18.0,8.46,39.6,LEFT,48.7,42.7,6.0,bascule_possible
6102,17.85,7.0,32.95,42.1,3.49,13.87,32.72,30.09,19.11,30.99,30.91,18.44,14.7,0.0,0.0,0.0,23.05,14.94,9.18,45.86,RIGHT,31.3,55.7,-24.4,bastion_rn
6103,22.88,0.0,43.67,33.44,0.0,20.97,37.38,21.44,16.37,34.64,33.47,14.35,16.89,0.0,0.0,0.0,25.74,15.76,10.04,42.11,RIGHT,35.1,50.0,-14.9,bastion_rn
6201,19.92,13.41,12.59,54.08,5.72,24.32,14.17,39.32,29.76,27.66,16.41,25.02,12.83,0.0,0.0,0.0,17.18,12.26,6.56,54.53,T1_WIN,31.5,60.9,-29.4,bastion_rn
6202,22.39,35.47,3.66,38.48,9.15,28.47,9.32,29.18,26.77,52.55,0.0,19.8,18.78,0.0,0.0,0.0,29.17,16.21,6.66,41.47,CENTRE,44.7,45.2,-0.5,rn_resistant
6203,33.96,12.5,0.0,53.54,4.54,12.87,2.37,40.78,43.06,16.99,4.74,31.69,20.95,0.0,0.0,0.0,28.57,7.45,2.45,56.24,T1_WIN,41.5,55.4,-13.9,bastion_rn
6204,15.47,32.22,9.21,43.09,2.04,29.71,19.81,27.85,15.92,35.18,33.88,14.55,12.61,0.0,0.0,0.0,18.44,18.06,8.99,45.06,CENTRE,37.4,51.4,-14.0,bastion_rn
6205,31.3,20.88,4.67,43.15,21.91,24.93,3.67,29.8,33.76,31.6,12.16,21.13,17.64,0.0,0.0,0.0,25.92,15.15,5.88,46.84,FAR_RIGHT,45.1,48.1,-3.0,rn_resistant
6206,15.21,26.56,7.0,50.7,4.49,32.1,11.31,34.71,16.53,41.94,15.95,25.0,14.61,0.0,0.0,0.0,19.26,12.86,6.1,51.65,T1_WIN,33.1,57.3,-24.2,bastion_rn
6207,17.52,0.0,33.75,48.73,2.5,15.65,27.81,32.67,31.66,20.32,21.67,25.64,17.78,0.0,0.0,0.0,21.18,11.2,6.3,53.78,FAR_RIGHT,27.0,61.6,-34.6,bastion_rn
6208,34.02,16.8,0.0,47.5,24.35,26.41,1.14,31.07,41.79,34.82,1.26,21.54,16.36,0.0,0.0,0.0,22.4,13.41,5.39,50.58,FAR_RIGHT,44.1,50.0,-5.9,bastion_rn
6209,18.08,33.07,0.0,48.85,11.51,32.51,1.82,35.25,34.88,28.08,12.65,23.39,14.98,0.0,0.0,0.0,22.57,14.07,6.27,50.47,FAR_RIGHT,37.9,53.8,-15.9,bastion_rn
6210,20.38,8.52,10.5,60.61,8.01,18.18,3.27,51.2,40.65,20.52,6.89,31.3,15.34,0.0,0.0,0.0,19.55,9.25,3.3,62.08,T1_WIN,28.4,65.9,-37.5,bastion_rn
6211,28.18,7.58,4.75,59.48,3.16,15.84,0.0,53.96,31.69,16.43,4.18,46.82,21.34,0.0,0.0,0.0,26.49,7.26,2.72,58.57,T1_WIN,34.1,62.4,-28.3,bastion_rn
6212,23.0,17.76,0.0,59.24,4.47,14.92,1.93,45.85,36.71,20.84,5.23,36.77,16.58,0.0,0.0,0.0,22.49,8.25,3.45,60.13,T1_WIN,33.7,61.9,-28.2,bastion_rn
6301,39.48,24.08,8.95,27.5,6.96,27.33,11.28,17.89,37.48,40.56,9.9,10.39,27.57,0.0,0.0,0.0,42.81,14.11,7.14,31.23,LEFT,56.4,34.5,21.9,bastion_gauche
6302,37.71,12.81,14.13,35.35,1.41,18.81,16.69,19.86,44.82,29.87,12.68,12.04,19.33,0.0,0.0,0.0,32.72,13.02,8.17,38.53,LEFT,49.4,42.6,6.8,bascule_possible
6303,32.99,26.03,14.16,26.82,8.48,28.33,15.71,16.48,26.2,59.65,5.85,7.8,20.88,0.0,0.0,0.0,38.75,16.61,9.77,28.64,LEFT,52.6,36.1,16.5,bastion_gauche
6304,28.24,27.38,11.94,32.43,1.52,29.87,16.15,20.25,34.67,39.62,15.34,9.84,21.58,0.0,0.0,0.0,36.32,14.51,7.33,35.61,CENTRE,48.0,41.1,6.9,bascule_possible
6305,38.87,15.54,8.57,37.02,1.52,17.52,9.21,21.6,47.96,30.2,9.68,11.55,19.46,0.0,0.0,0.0,32.6,12.1,6.81,41.41,LEFT,50.6,42.6,8.0,bascule_probable
6401,36.3,26.82,8.92,27.96,3.76,31.57,7.61,19.17,32.3,39.87,14.88,10.09,21.13,0.0,0.0,0.0,38.59,16.44,6.58,30.9,CENTRE,54.9,35.4,19.5,bastion_gauche
6402,29.83,29.6,7.65,31.14,5.14,34.2,0.0,23.1,31.7,41.64,16.45,9.23,18.61,0.0,0.0,0.0,34.2,16.5,6.28,33.53,CENTRE,49.7,38.5,11.2,bascule_probable
6403,57.52,0.0,10.14,31.55,39.78,0.0,16.45,20.08,43.47,38.54,7.06,8.8,19.7,0.0,0.0,0.0,32.76,13.84,5.04,35.18,LEFT,60.4,35.4,25.0,bastion_gauche
6404,38.83,0.0,33.6,25.62,2.55,26.65,0.0,15.15,26.74,30.83,27.37,4.9,18.53,0.0,0.0,0.0,34.03,12.93,5.32,29.37,LEFT,48.2,38.4,9.8,bascule_probable
6405,35.21,26.63,5.99,28.5,6.27,33.98,0.0,20.68,30.79,40.6,12.16,8.2,20.52,0.0,0.0,0.0,38.25,16.24,6.44,30.73,LEFT,52.9,34.8,18.1,bastion_gauche
6406,30.57,27.26,11.61,25.29,2.76,34.37,10.83,14.04,22.18,40.66,15.75,6.41,18.05,0.0,0.0,0.0,35.68,17.78,8.21,29.01,LEFT,50.2,33.8,16.4,bastion_gauche
6501,30.43,0.0,5.12,35.19,22.81,23.59,4.98,19.42,39.02,43.15,3.04,12.08,21.57,0.0,0.0,0.0,35.3,13.5,4.31,36.27,LEFT,31.9,37.1,-5.2,bastion_rn
6502,29.23,24.91,5.24,38.17,17.59,23.75,6.05,23.37,39.47,32.16,14.16,12.64,18.62,0.0,0.0,0.0,30.86,14.06,5.43,39.41,LEFT,45.6,43.9,1.7,bascule_possible
6601,26.26,21.01,4.37,46.7,1.42,24.54,7.45,38.4,22.57,31.75,19.36,21.48,22.01,0.0,0.0,0.0,30.66,11.04,4.75,48.66,FAR_RIGHT,40.1,51.5,-11.4,bastion_rn
6602,20.84,20.45,0.0,56.79,1.3,20.49,8.83,44.98,20.7,29.11,13.3,31.87,17.12,0.0,0.0,0.0,22.52,10.33,4.64,56.82,T1_WIN,33.1,59.9,-26.8,bastion_rn
6603,29.13,20.42,0.0,47.25,0.0,24.36,5.8,33.94,34.93,22.7,13.17,20.32,22.04,0.0,0.0,0.0,31.89,10.37,4.39,46.22,FAR_RIGHT,41.4,50.3,-8.9,bastion_rn
6604,26.78,16.54,4.6,49.28,11.07,21.81,4.84,37.15,29.01,29.0,15.73,20.93,18.77,0.0,0.0,0.0,28.09,11.24,4.36,49.81,FAR_RIGHT,38.0,53.5,-15.5,bastion_rn
6701,52.0,24.26,6.43,15.04,12.84,28.88,4.7,10.08,36.93,35.31,12.91,6.34,37.18,0.0,0.0,0.0,53.85,14.88,9.36,17.41,LEFT,68.4,21.1,47.3,bastion_gauche
6702,47.85,22.56,6.7,21.22,7.78,30.31,6.38,14.12,31.9,41.48,10.93,9.07,32.8,0.0,0.0,0.0,50.47,15.04,5.92,23.28,LEFT,63.3,27.2,36.1,bastion_gauche
6703,41.12,28.99,3.85,24.02,5.89,34.75,5.49,17.18,25.42,39.5,16.6,9.85,29.7,0.0,0.0,0.0,43.95,16.17,7.54,27.13,LEFT,59.6,29.8,29.8,bastion_gauche
6704,21.43,32.36,9.26,34.06,4.06,31.38,14.75,21.82,14.98,41.52,23.75,12.12,16.89,0.0,0.0,0.0,29.49,19.05,9.48,36.83,CENTRE,43.4,42.4,1.0,rn_resistant
6705,18.68,32.31,4.96,40.28,4.53,42.17,2.16,24.17,24.77,0.0,37.59,18.08,14.71,0.0,0.0,0.0,25.33,16.76,7.63,44.03,CENTRE,39.5,47.0,-7.5,bastion_rn
6706,15.9,27.76,13.31,40.21,4.12,25.35,20.41,27.25,11.93,29.48,36.21,15.0,14.63,0.0,0.0,0.0,24.75,16.59,8.05,44.29,CENTRE,36.3,49.4,-13.1,bastion_rn
6707,13.17,8.51,32.31,42.74,3.34,13.56,35.01,24.31,12.57,26.7,33.77,16.94,12.74,0.0,0.0,0.0,21.57,14.97,9.57,47.54,RIGHT,27.3,56.3,-29.0,bastion_rn
